crop_type,region,soil_type,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,pest_risk,yield_ton_per_hectare
Maize,South,Alluvial,698.74,22.93,50.47,6.4,166.77,29.7,100.0,8.52,4.663
Maize,East,Clay,656.77,27.19,48.73,6.84,146.56,18.44,133.42,5.2,6.859
Maize,North,Sandy,945.25,19.61,80.16,6.18,162.83,99.72,48.07,2.56,4.611
Maize,North,Alluvial,722.45,25.07,76.21,4.97,85.07,86.04,43.3,4.13,4.494
Maize,West,Alluvial,700.33,26.3,72.84,5.97,157.1,106.18,135.98,8.27,4.911
Maize,East,Loamy,634.23,29.26,76.76,6.36,51.3,52.42,102.78,7.21,5.392
Maize,Central,Alluvial,914.86,25.05,92.81,5.8,169.52,105.01,81.89,8.36,4.38
Maize,North,Loamy,1065.8,24.67,64.16,6.53,153.11,83.0,85.66,8.01,4.48
Maize,East,Black,609.62,21.01,93.39,6.17,149.99,72.76,119.21,1.82,7.143
Maize,East,Loamy,853.21,23.78,83.52,6.65,111.25,93.2,138.24,5.96,6.666
Maize,West,Black,812.2,29.21,76.27,6.24,112.62,107.25,91.24,2.43,6.537
Maize,East,Alluvial,909.08,23.52,51.83,6.27,57.19,65.65,84.56,6.78,2.311
Maize,East,Clay,663.73,26.12,88.58,5.6,63.77,90.92,72.5,1.9,4.337
Maize,South,Alluvial,882.4,30.78,92.56,6.55,136.48,61.35,57.32,2.31,4.823
Maize,Central,Loamy,587.36,26.03,61.91,6.33,136.82,29.39,138.53,7.12,6.838
Maize,South,Alluvial,843.71,27.87,59.44,6.38,36.59,96.18,123.45,9.4,4.684
Maize,South,Sandy,684.62,17.33,48.67,7.31,84.32,57.23,77.86,4.74,4.276
Maize,Central,Black,1252.99,23.22,48.29,6.19,96.29,61.55,72.27,5.74,2.452
Maize,South,Black,841.75,29.38,57.59,6.87,156.4,57.84,135.25,3.72,6.973
Maize,West,Clay,993.29,26.29,74.92,6.29,123.42,105.38,115.67,8.32,3.805
Maize,East,Alluvial,813.38,23.57,69.53,6.03,163.07,91.92,58.42,2.79,6.431
Maize,North,Sandy,800.01,26.78,83.46,6.09,149.22,76.11,52.45,6.0,5.36
Maize,Central,Sandy,957.24,26.78,75.5,6.77,85.66,72.33,65.05,4.69,3.655
Maize,West,Black,806.68,27.17,66.41,6.15,126.7,114.08,142.14,9.32,3.431
Maize,East,Clay,709.29,33.18,83.97,6.19,132.77,109.69,48.76,1.05,6.804
Maize,North,Sandy,881.19,28.24,50.89,6.33,49.9,37.87,46.89,8.64,3.176
Maize,East,Loamy,703.97,21.96,57.35,6.47,47.15,45.38,92.68,1.44,5.916
Maize,Central,Black,615.07,25.52,51.62,5.68,134.74,86.87,63.33,2.34,7.818
Maize,North,Clay,604.03,26.28,56.81,6.76,112.26,66.56,123.28,6.55,7.809
Maize,South,Sandy,851.58,23.38,53.14,5.9,147.84,111.52,84.05,8.19,3.554
Maize,West,Alluvial,1035.0,33.01,53.4,7.4,111.36,78.57,45.2,9.5,1.305
Maize,Central,Black,899.27,28.9,82.43,6.54,139.47,81.6,35.72,2.55,4.508
Maize,Central,Alluvial,549.95,26.95,69.83,5.12,50.46,23.15,68.93,1.87,7.446
Maize,North,Clay,757.36,18.85,48.27,6.52,86.33,114.14,37.17,4.3,6.343
Maize,Central,Clay,631.05,24.94,83.61,6.67,81.65,20.69,84.13,2.25,5.429
Maize,North,Alluvial,691.98,20.95,66.8,6.87,50.08,46.59,117.56,6.07,4.816
Maize,North,Alluvial,689.43,17.43,55.02,6.36,109.28,29.75,86.44,8.95,3.584
Maize,North,Black,771.51,24.23,66.42,6.8,101.16,62.11,73.97,4.11,5.204
Maize,East,Black,290.02,27.92,68.8,5.56,43.2,84.96,117.93,6.08,7.569
Maize,West,Sandy,721.14,29.44,83.89,6.76,167.56,82.14,61.97,9.28,5.292
Maize,East,Alluvial,902.43,26.47,59.15,5.45,160.62,88.23,137.37,5.31,5.176
Maize,Central,Clay,634.44,29.76,92.67,6.89,124.18,38.53,76.03,2.28,5.54
Maize,East,Alluvial,678.63,26.26,77.47,7.19,55.14,45.88,132.16,2.12,5.814
Maize,North,Clay,838.2,33.36,54.28,6.66,97.2,102.66,128.22,6.05,5.479
Maize,West,Sandy,289.56,29.06,53.12,5.64,125.54,27.28,123.04,9.15,5.66
Maize,Central,Clay,745.27,26.13,81.29,6.28,64.86,23.72,78.82,2.17,5.459
Maize,Central,Sandy,771.79,25.52,80.45,5.99,120.54,88.31,98.46,1.82,5.691
Maize,Central,Clay,612.97,29.26,77.25,6.85,45.82,80.37,35.43,9.51,3.795
Maize,Central,Alluvial,871.46,35.15,77.85,6.2,43.96,66.24,42.28,6.5,4.206
Maize,South,Loamy,976.07,23.11,50.26,6.84,64.17,54.3,106.98,8.84,2.174
Maize,West,Black,985.82,24.07,85.76,7.03,150.11,51.68,127.36,3.95,4.885
Maize,East,Alluvial,944.14,22.54,85.62,6.19,155.87,71.11,108.92,2.83,6.164
Maize,East,Loamy,775.94,23.28,73.29,6.96,104.93,87.51,95.03,4.63,6.241
Maize,Central,Loamy,636.43,27.47,69.75,6.83,155.03,113.23,125.25,3.21,7.485
Maize,West,Loamy,703.88,28.63,58.09,5.4,53.89,98.6,120.95,4.94,6.92
Maize,Central,Alluvial,981.81,22.91,89.84,5.77,109.65,52.71,66.62,8.85,2.275
Maize,North,Alluvial,535.76,34.37,54.89,6.97,42.27,102.64,120.18,1.47,9.312
Maize,North,Black,560.98,29.8,90.15,6.45,143.67,51.33,115.13,7.5,8.154
Maize,South,Alluvial,946.57,21.16,64.52,7.22,157.08,92.06,107.91,6.95,4.948
Maize,East,Alluvial,821.38,27.09,61.77,6.35,122.09,77.79,88.52,7.46,5.414
Maize,North,Clay,675.83,23.61,87.48,6.74,121.05,44.97,113.42,1.15,5.448
Maize,South,Sandy,636.98,17.78,88.26,6.33,84.78,43.57,110.65,3.78,6.194
Maize,West,Sandy,794.38,19.3,77.75,6.71,105.83,39.63,139.4,2.51,5.074
Maize,East,Black,735.99,27.48,77.56,6.93,162.3,43.74,43.03,3.34,6.041
Maize,East,Sandy,918.57,24.58,83.98,6.61,38.85,62.6,140.48,4.78,4.413
Maize,East,Clay,351.5,25.83,89.6,5.77,147.08,43.28,105.07,6.47,8.289
Maize,North,Loamy,441.86,26.34,85.16,5.88,46.58,106.18,141.17,9.08,7.41
Maize,North,Clay,792.52,28.47,56.04,6.39,114.14,102.63,67.23,8.32,4.747
Maize,Central,Alluvial,755.28,30.31,77.63,7.72,70.16,68.23,120.48,5.11,6.136
Maize,South,Black,1102.14,25.04,70.68,6.38,77.26,113.04,116.46,2.12,6.101
Maize,Central,Loamy,966.19,23.92,70.4,6.25,118.37,72.02,80.85,3.38,5.69
Maize,South,Alluvial,871.29,22.67,49.5,6.93,39.85,57.98,90.02,3.59,3.7
Maize,North,Sandy,828.37,25.19,48.93,6.2,153.05,100.79,66.47,7.89,4.241
Maize,North,Sandy,860.74,21.25,62.24,5.49,133.9,101.72,55.28,5.49,4.553
Maize,Central,Sandy,917.43,21.78,70.31,6.7,74.64,72.04,105.32,9.76,1.852
Maize,East,Alluvial,1020.71,28.61,53.39,6.35,117.07,95.03,99.43,7.65,4.391
Maize,Central,Sandy,564.01,21.37,50.88,5.77,45.98,108.31,85.52,0.96,7.842
Maize,North,Black,701.65,23.67,74.47,6.86,81.33,104.8,44.93,6.98,5.348
Maize,West,Alluvial,796.83,21.19,65.75,6.74,168.99,30.64,38.92,7.07,3.787
Maize,North,Loamy,881.08,21.54,93.58,6.94,81.36,48.89,44.61,9.77,1.232
Maize,East,Loamy,860.94,22.91,58.81,6.55,87.43,57.52,109.68,1.16,6.26
Maize,Central,Loamy,494.8,32.03,85.59,6.34,96.1,30.47,105.07,5.06,7.676
Maize,Central,Alluvial,850.53,22.04,73.63,7.43,77.42,80.3,127.44,4.46,5.589
Maize,East,Alluvial,785.92,19.2,89.87,6.06,103.12,75.71,106.72,8.26,5.431
Maize,East,Loamy,811.62,18.92,52.57,5.68,87.82,33.57,32.4,7.14,3.589
Maize,North,Sandy,653.5,28.7,55.83,5.69,44.7,49.47,106.13,6.38,4.163
Maize,Central,Clay,726.33,28.71,90.93,6.03,98.57,29.21,94.86,9.27,3.875
Maize,West,Loamy,806.44,21.92,66.44,5.94,140.2,32.7,47.93,3.06,5.061
Maize,North,Loamy,366.5,27.82,93.55,6.11,125.51,88.59,38.98,3.89,7.426
Maize,East,Black,624.94,23.39,56.32,7.0,143.4,23.03,98.0,2.65,6.403
Maize,West,Black,911.54,17.52,90.17,6.48,150.98,47.9,37.86,5.39,3.692
Maize,North,Black,723.35,21.33,68.68,7.08,80.86,25.17,141.29,1.58,4.763
Maize,West,Alluvial,687.82,21.39,66.15,6.38,129.69,58.7,140.98,8.48,5.556
Maize,South,Alluvial,614.2,26.6,54.81,6.46,64.77,55.61,108.03,8.94,5.188
Maize,West,Black,1082.06,23.13,61.31,6.98,84.57,113.19,30.91,9.31,2.111
Maize,East,Black,733.37,21.54,83.54,6.52,145.15,113.57,124.46,6.13,5.826
Maize,Central,Alluvial,938.15,28.09,61.64,6.51,69.86,37.21,128.47,5.62,5.208
Maize,East,Clay,563.74,22.03,70.52,6.63,113.89,33.12,51.56,6.75,5.799
Maize,North,Alluvial,752.78,28.57,65.73,5.38,45.5,52.23,91.37,5.44,4.071
Maize,Central,Sandy,693.48,21.87,68.04,6.01,77.14,49.51,134.3,7.67,5.185
Maize,Central,Black,685.01,30.58,83.98,6.27,51.35,91.03,99.2,4.07,6.621
Maize,Central,Loamy,867.99,25.34,86.14,6.67,62.14,63.87,65.36,6.09,3.441
Maize,North,Loamy,717.67,28.74,90.94,6.67,88.49,51.0,127.2,6.04,7.426
Maize,South,Clay,736.81,24.1,87.7,6.11,158.37,61.59,65.23,1.31,5.895
Maize,North,Black,729.87,24.17,63.57,6.36,49.99,40.13,128.67,8.6,3.911
Maize,Central,Sandy,693.6,28.31,89.49,6.54,162.72,44.5,139.68,3.45,7.004
Maize,North,Loamy,615.43,31.77,87.48,5.97,94.36,51.45,137.8,4.34,8.318
Maize,North,Clay,618.48,23.76,62.56,7.03,97.63,107.59,49.54,2.42,7.531
Maize,North,Black,741.72,27.11,91.55,6.32,63.29,87.49,116.09,3.46,5.585
Maize,North,Clay,631.37,29.01,62.01,6.46,64.3,70.72,44.09,7.18,3.932
Maize,West,Clay,836.5,25.97,81.09,5.99,132.65,65.61,115.6,0.82,6.028
Maize,East,Alluvial,463.83,25.8,88.93,6.2,91.24,99.12,61.65,9.53,6.182
Maize,South,Loamy,782.98,18.14,88.19,6.91,36.75,47.86,77.58,4.75,4.173
Maize,North,Black,598.41,32.58,70.87,6.18,45.31,46.46,33.84,8.79,5.098
Maize,Central,Clay,1226.41,25.28,71.08,6.51,145.49,34.48,128.48,7.72,3.762
Maize,Central,Black,616.46,31.14,90.42,5.96,66.68,56.95,111.4,6.09,6.599
Maize,Central,Alluvial,779.62,25.96,70.12,7.01,54.14,113.02,60.85,9.58,3.569
Maize,West,Black,830.06,21.19,77.56,6.62,157.26,23.51,99.9,9.35,2.305
Maize,South,Alluvial,916.46,24.47,85.56,5.75,73.72,48.27,120.89,5.69,5.085
Maize,East,Black,518.69,18.9,72.68,6.5,155.54,101.25,41.02,0.94,7.712
Maize,West,Black,760.18,25.94,55.51,6.63,121.05,66.19,40.58,9.66,2.455
Maize,North,Black,645.32,27.13,62.36,6.42,56.33,74.29,103.29,3.32,6.501
Maize,West,Loamy,919.1,26.68,49.28,5.51,124.78,111.06,94.05,5.8,4.208
Maize,Central,Alluvial,906.17,25.94,69.48,5.47,130.35,50.74,143.25,6.28,4.883
Maize,North,Sandy,619.13,25.12,66.4,5.74,132.63,109.95,94.89,1.8,6.888
Maize,Central,Loamy,536.24,33.73,51.25,6.15,114.26,41.06,89.92,2.49,8.9
Maize,Central,Alluvial,555.17,24.25,77.16,6.99,106.95,87.19,109.07,1.26,7.286
Maize,North,Black,782.19,26.37,87.77,6.51,72.87,20.56,119.73,7.68,4.182
Maize,Central,Loamy,672.63,24.5,82.48,7.52,141.34,83.44,42.54,8.05,4.426
Maize,West,Black,817.81,21.57,61.64,6.09,79.87,86.41,79.37,8.79,2.596
Maize,Central,Clay,820.83,18.43,86.34,6.38,138.45,27.28,64.82,0.95,3.054
Maize,East,Loamy,366.45,25.02,72.08,6.23,138.83,18.2,91.99,8.59,5.272
Maize,Central,Clay,953.99,27.96,49.7,7.15,89.05,49.12,33.9,7.37,1.589
Maize,Central,Alluvial,742.99,23.96,65.62,6.38,93.55,69.16,86.4,7.29,4.591
Maize,West,Sandy,654.85,25.89,66.63,6.46,123.24,64.55,54.58,7.57,4.451
Maize,South,Loamy,845.04,23.93,56.26,6.28,104.02,65.57,120.19,2.5,8.025
Maize,North,Loamy,1125.23,21.77,91.37,6.72,66.73,76.14,29.55,3.88,2.27
Maize,South,Sandy,1089.24,26.83,80.6,6.42,143.73,82.93,142.72,2.87,5.926
Maize,West,Black,785.49,24.7,89.98,6.38,64.81,111.27,120.96,2.63,6.296
Maize,West,Alluvial,912.4,23.6,65.35,6.31,145.15,49.17,75.69,8.55,3.754
Maize,Central,Clay,989.08,26.7,52.44,6.06,140.13,73.07,80.95,7.62,4.16
Maize,Central,Black,702.0,25.23,93.09,6.52,92.4,23.45,93.34,4.42,5.235
Maize,North,Clay,631.39,23.26,84.72,5.91,129.96,79.73,35.2,7.5,4.509
Maize,Central,Clay,708.97,28.15,77.3,6.81,138.93,20.46,87.62,8.65,3.13
Maize,North,Clay,693.71,26.08,77.37,6.83,52.78,69.38,35.07,9.57,2.332
Maize,North,Black,412.6,25.52,72.74,5.94,73.56,107.45,63.95,2.16,8.564
Maize,North,Loamy,715.27,25.2,91.93,6.16,129.59,64.58,52.04,1.71,4.243
Maize,West,Black,701.39,27.02,60.09,5.99,150.41,92.13,121.21,2.1,8.283
Maize,North,Clay,762.49,24.97,53.33,6.68,110.92,58.41,94.52,8.92,4.595
Maize,East,Loamy,804.24,30.51,58.25,6.44,161.41,108.2,134.01,2.53,7.409
Maize,South,Loamy,1121.59,24.84,86.04,6.41,98.45,61.45,47.04,0.89,2.359
Maize,South,Loamy,578.12,32.2,73.31,6.08,121.82,103.43,135.79,3.71,9.03
Maize,Central,Loamy,709.03,28.36,89.43,7.1,159.73,41.85,31.45,6.96,5.004
Maize,Central,Sandy,931.74,22.66,84.77,6.1,70.89,40.39,141.33,5.91,4.727
Maize,Central,Sandy,789.26,27.71,62.0,6.57,76.35,27.03,107.62,3.79,5.57
Maize,East,Loamy,691.63,33.23,69.25,6.17,168.61,85.56,41.56,4.83,7.474
Maize,South,Loamy,816.68,25.38,58.99,5.9,158.68,87.92,97.44,2.38,8.092
Maize,West,Black,927.3,25.5,62.97,5.95,141.48,69.07,52.09,5.15,4.314
Maize,Central,Loamy,746.05,27.12,67.18,6.06,157.48,73.76,30.78,8.32,3.64
Maize,Central,Sandy,713.17,23.93,79.21,6.39,94.88,59.03,45.17,2.53,3.912
Maize,West,Clay,869.29,30.75,70.0,6.42,81.41,22.12,52.78,5.81,5.504
Maize,West,Alluvial,640.83,24.66,70.71,6.56,79.41,32.62,81.29,5.11,6.462
Maize,South,Sandy,750.29,26.3,93.31,6.56,38.82,50.66,82.54,8.93,3.23
Maize,Central,Black,778.15,22.32,81.31,5.42,43.12,75.32,81.9,3.54,3.226
Maize,East,Alluvial,949.21,26.42,55.59,6.26,46.65,93.2,53.05,8.9,2.327
Maize,West,Sandy,580.73,29.8,90.91,5.95,155.84,62.53,31.29,2.99,5.092
Maize,North,Black,529.52,26.63,64.26,6.72,155.01,76.57,96.52,2.22,10.305
Maize,South,Loamy,683.86,29.73,81.65,6.89,53.68,21.37,94.89,8.67,5.046
Maize,East,Clay,760.08,25.25,56.9,6.08,49.29,81.24,45.39,6.35,3.547
Maize,North,Loamy,832.94,21.44,65.14,6.61,51.38,71.66,90.79,2.09,4.1
Maize,North,Clay,1019.92,22.16,81.95,6.89,53.81,108.08,49.22,1.71,3.121
Maize,Central,Black,712.38,23.8,48.67,5.91,166.32,101.71,139.73,2.15,7.171
Maize,South,Alluvial,830.19,24.9,57.56,6.13,139.19,24.66,80.38,8.62,2.684
Maize,South,Clay,824.35,23.44,84.35,6.34,157.43,98.46,97.35,2.11,5.714
Maize,South,Alluvial,1105.37,23.71,50.2,6.45,87.55,30.67,31.64,8.83,3.025
Maize,West,Black,745.79,20.29,93.68,6.25,116.99,109.02,135.27,7.83,5.277
Maize,Central,Sandy,510.74,33.85,82.11,6.76,97.82,62.31,77.32,8.75,5.426
Maize,West,Black,740.98,21.35,89.63,6.59,169.77,101.12,121.36,6.94,5.964
Maize,West,Black,810.13,26.73,64.47,5.76,86.21,86.16,97.71,8.91,3.076
Maize,South,Loamy,1057.61,24.21,49.22,5.97,120.19,36.2,31.54,0.84,4.415
Maize,West,Alluvial,714.36,24.72,78.29,5.69,63.98,27.55,59.79,7.82,4.746
Maize,West,Loamy,693.93,24.57,60.15,6.32,101.28,110.0,104.79,7.77,5.642
Maize,North,Alluvial,674.48,21.59,68.39,5.69,137.9,59.16,62.09,6.95,5.105
Maize,West,Sandy,603.55,30.98,51.21,6.51,103.34,114.33,108.3,5.68,7.549
Maize,Central,Alluvial,484.92,25.37,86.69,6.12,44.19,28.92,65.42,4.36,7.983
Maize,South,Black,660.31,33.02,70.76,6.48,60.56,107.44,40.97,6.05,6.941
Maize,South,Clay,888.43,28.48,88.09,6.33,63.71,114.2,119.87,5.49,7.213
Maize,East,Clay,741.39,26.37,58.58,6.65,150.04,110.84,107.65,3.42,6.922
Maize,West,Black,849.89,27.24,64.05,7.26,102.59,52.3,101.14,4.88,5.602
Maize,East,Clay,622.53,28.01,62.08,6.06,151.09,96.28,129.07,5.02,8.415
Maize,North,Loamy,904.13,21.21,49.22,6.63,117.04,23.38,103.87,6.73,2.315
Maize,East,Black,608.16,30.88,90.02,6.78,106.05,48.64,66.36,5.88,6.663
Maize,West,Black,872.8,20.77,84.95,6.85,49.09,39.75,85.42,7.31,3.094
Maize,South,Clay,832.11,30.68,60.96,6.26,97.6,98.32,67.54,7.32,4.957
Maize,South,Alluvial,850.73,24.39,74.97,6.44,100.73,62.08,39.51,8.88,1.766
Maize,Central,Alluvial,837.73,25.31,49.66,6.59,138.43,79.04,42.33,8.24,3.258
Maize,North,Alluvial,620.21,27.04,66.97,6.7,148.07,81.77,32.3,4.58,6.883
Maize,West,Clay,788.66,29.38,81.01,5.61,87.55,84.43,37.24,4.98,4.072
Maize,North,Alluvial,787.74,23.09,86.21,5.73,128.59,35.66,114.06,8.1,3.734
Maize,West,Black,792.66,22.49,52.38,6.23,84.33,107.75,128.4,7.54,4.631
Maize,West,Clay,656.1,30.73,77.14,6.78,93.65,23.7,37.96,3.45,7.15
Maize,Central,Loamy,735.66,30.92,75.31,7.41,54.74,67.59,88.86,1.83,4.124
Maize,South,Sandy,736.8,29.96,77.89,6.39,45.58,49.51,114.82,4.84,5.737
Maize,East,Clay,757.01,23.36,90.42,6.94,102.29,74.92,113.24,6.46,6.35
Maize,North,Alluvial,873.44,25.02,79.29,6.87,132.41,79.84,116.39,5.33,7.302
Maize,North,Black,716.76,28.46,76.26,5.35,74.9,18.15,124.92,1.33,4.062
Maize,North,Sandy,683.83,31.22,49.67,6.26,69.77,93.46,100.19,2.75,7.492
Maize,Central,Alluvial,755.65,24.64,93.15,5.68,55.28,25.02,126.06,7.91,4.169
Maize,West,Loamy,594.02,23.02,66.05,5.93,62.73,54.14,99.24,8.84,3.815
Maize,Central,Sandy,1001.24,25.38,61.66,6.05,164.93,23.33,36.16,9.57,1.589
Maize,West,Black,723.62,24.72,88.62,5.81,121.48,54.58,97.63,4.32,6.423
Maize,North,Alluvial,987.8,27.21,82.24,6.34,90.35,69.42,114.94,2.7,5.652
Maize,South,Alluvial,649.76,26.9,86.06,6.62,127.26,40.36,77.23,6.04,7.236
Maize,South,Alluvial,837.39,24.41,79.34,5.54,46.82,31.5,93.79,3.09,4.478
Maize,South,Alluvial,641.12,30.95,72.5,6.8,56.82,18.13,59.61,4.28,8.585
Maize,West,Loamy,766.88,27.48,85.88,6.83,143.89,52.14,105.32,3.26,6.792
Maize,South,Loamy,759.68,23.53,61.56,6.5,128.85,88.28,143.17,1.25,8.06
Maize,North,Sandy,760.99,22.65,72.35,6.4,68.02,76.51,124.15,2.43,5.706
Maize,North,Sandy,947.7,28.99,65.69,6.73,118.2,63.61,86.7,6.53,4.78
Maize,West,Alluvial,946.83,25.8,83.94,6.14,161.02,98.29,77.88,9.56,3.698
Maize,Central,Alluvial,463.67,28.95,48.66,5.4,54.04,78.56,37.17,1.86,7.299
Maize,Central,Alluvial,1097.46,26.79,84.85,6.04,142.23,20.5,59.74,6.86,3.576
Maize,North,Sandy,665.35,36.32,71.5,6.91,116.53,110.13,38.27,8.6,5.289
Maize,North,Sandy,1140.54,26.81,66.53,6.52,145.09,64.35,71.22,3.52,5.93
Maize,West,Loamy,632.15,26.34,82.37,6.69,42.38,83.48,119.4,7.34,5.927
Maize,Central,Black,782.14,23.15,69.83,6.06,159.98,108.27,93.7,0.97,5.568
Maize,East,Clay,732.67,21.26,81.06,5.65,150.93,110.09,86.07,7.51,4.748
Maize,East,Sandy,957.53,18.88,49.61,4.99,128.97,85.23,67.88,4.35,3.796
Maize,South,Clay,778.2,22.54,80.2,6.59,69.66,66.0,70.13,3.31,3.906
Maize,West,Black,982.93,27.79,53.57,6.68,156.46,77.62,114.2,5.03,6.402
Maize,West,Sandy,933.1,19.49,70.55,6.41,106.5,51.41,136.84,4.02,6.025
Maize,West,Black,655.48,25.11,84.61,6.48,111.74,107.22,32.15,9.48,5.385
Maize,North,Loamy,1001.43,21.33,73.36,6.15,56.88,25.53,125.07,2.1,3.555
Maize,South,Clay,623.4,23.03,64.98,5.92,62.95,79.24,39.17,7.05,3.809
Maize,Central,Alluvial,766.08,26.58,48.38,6.47,106.56,54.36,110.08,5.91,6.493
Maize,Central,Clay,852.62,25.59,81.56,6.03,118.51,22.9,84.77,7.37,3.251
Maize,Central,Clay,1036.58,21.84,86.79,5.92,35.92,70.08,35.04,8.95,1.116
Maize,East,Sandy,722.17,24.57,85.66,6.46,75.44,83.78,97.16,3.42,5.399
Maize,West,Black,868.03,25.63,52.73,6.68,123.39,80.7,37.25,7.73,2.446
Maize,North,Clay,809.82,26.25,78.14,7.1,37.43,82.58,40.31,2.62,3.71
Maize,West,Loamy,706.39,22.47,59.96,6.38,85.57,26.45,60.47,7.6,4.508
Maize,North,Loamy,620.79,25.12,78.03,6.42,122.99,108.44,44.13,5.34,8.462
Maize,Central,Sandy,850.65,25.75,58.04,6.37,63.94,61.06,121.0,9.47,3.164
Maize,East,Loamy,725.34,24.26,76.28,5.5,117.32,29.33,82.13,8.83,3.062
Maize,East,Alluvial,492.61,26.48,65.08,6.99,110.39,74.64,126.83,4.91,9.854
Maize,South,Sandy,760.68,24.08,61.87,6.41,142.92,23.69,119.51,6.31,5.057
Maize,East,Black,939.74,27.26,72.96,6.88,77.36,114.86,114.34,3.09,6.534
Maize,West,Clay,1091.95,27.54,54.73,6.59,129.17,59.16,76.49,2.22,5.876
Maize,South,Loamy,721.17,21.48,56.44,6.48,89.41,35.3,51.34,6.45,4.955
Maize,West,Sandy,878.98,25.36,59.14,6.85,138.74,99.33,56.68,4.58,5.292
Maize,West,Clay,857.34,26.63,60.18,6.02,86.24,65.78,45.53,5.62,2.765
Maize,North,Alluvial,549.5,27.42,72.14,6.94,157.18,54.2,59.44,8.25,6.377
Maize,South,Black,675.33,24.83,49.02,6.34,77.21,42.75,57.65,0.84,6.898
Maize,South,Sandy,759.64,27.21,54.78,6.23,123.62,41.06,85.91,1.69,6.87
Maize,South,Alluvial,1184.79,28.13,69.13,6.64,125.2,108.89,109.02,3.31,6.411
Maize,East,Black,1045.03,28.79,93.27,5.76,133.98,63.32,88.1,4.71,6.375
Maize,North,Alluvial,972.71,25.56,89.6,5.67,130.34,41.96,127.65,5.2,4.619
Maize,North,Clay,733.84,25.92,88.74,7.32,57.07,25.24,106.05,5.89,4.784
Maize,Central,Loamy,705.85,28.75,67.25,6.88,152.8,72.09,67.37,2.03,7.671
Maize,Central,Black,742.26,24.85,64.64,6.23,166.12,72.44,116.2,2.52,8.004
Maize,South,Sandy,657.37,27.85,48.58,5.67,153.47,23.53,44.94,7.27,4.481
Maize,East,Alluvial,773.47,25.27,79.86,5.9,74.16,102.49,116.74,6.93,6.089
Maize,North,Black,269.55,18.72,85.84,6.91,56.83,55.09,41.64,3.89,5.88
Maize,South,Loamy,778.98,21.13,92.88,6.66,124.0,66.74,49.58,3.25,3.71
Maize,Central,Loamy,676.79,21.93,69.34,6.7,143.54,34.74,69.96,1.83,6.19
Maize,West,Sandy,845.39,26.83,52.59,6.5,59.61,103.36,45.57,2.63,5.654
Maize,East,Alluvial,804.42,20.81,93.78,6.34,132.44,90.29,89.61,9.41,4.645
Maize,Central,Alluvial,610.53,22.87,63.95,5.98,123.34,23.29,73.49,4.55,5.94
Maize,South,Sandy,884.95,25.54,87.66,7.49,121.12,39.1,90.21,2.44,3.792
Maize,South,Sandy,501.29,27.26,52.8,6.44,108.33,89.82,121.7,4.01,9.849
Maize,North,Loamy,891.72,27.45,52.25,6.2,99.87,47.05,76.47,8.37,3.325
Maize,West,Loamy,1026.65,28.91,88.44,6.15,126.52,96.93,142.7,8.21,5.699
Maize,South,Clay,964.29,32.83,87.79,6.33,51.49,73.87,140.25,7.39,5.623
Maize,Central,Clay,601.39,23.27,86.83,5.48,94.31,63.75,143.69,6.76,7.748
Maize,West,Loamy,937.23,25.75,58.43,6.28,90.28,54.26,122.84,3.69,6.548
Maize,Central,Alluvial,957.05,23.83,53.08,6.37,168.33,84.12,84.38,1.3,7.341
Maize,West,Black,880.39,25.78,57.03,6.62,61.1,35.29,78.87,7.23,3.188
Maize,West,Alluvial,685.25,25.28,56.9,6.34,116.13,57.25,136.39,7.7,6.484
Maize,East,Loamy,1088.28,25.82,85.0,6.73,133.72,42.23,106.78,8.83,3.725
Maize,West,Sandy,853.66,24.16,78.5,5.88,60.66,99.62,93.5,4.11,5.093
Maize,Central,Alluvial,992.83,24.5,79.09,6.05,121.58,33.28,48.97,8.07,2.67
Maize,West,Loamy,567.9,29.0,88.69,7.01,157.6,106.7,50.14,8.87,6.995
Maize,East,Sandy,808.58,29.61,90.82,6.37,130.98,27.23,110.65,3.0,4.566
Maize,East,Clay,900.61,21.62,75.7,6.28,77.96,56.64,138.15,4.79,6.339
Maize,South,Sandy,655.79,26.82,80.59,6.57,97.64,58.28,96.07,9.6,5.087
Maize,Central,Clay,606.08,21.51,62.7,5.54,161.52,34.23,107.31,6.29,5.506
Maize,East,Clay,810.39,27.56,88.81,6.88,102.36,111.02,140.62,5.96,5.471
Maize,East,Alluvial,953.92,26.44,68.94,5.86,47.71,79.62,90.23,6.81,2.718
Maize,Central,Sandy,750.53,29.02,52.27,6.03,35.35,39.36,76.91,9.05,3.421
Maize,South,Black,312.26,18.58,53.9,5.76,64.13,99.47,73.35,8.35,5.622
Maize,South,Clay,639.2,21.54,74.45,6.28,159.49,20.58,126.41,4.19,7.848
Maize,Central,Black,440.77,22.63,58.77,6.41,35.59,86.64,65.23,7.23,5.56
Maize,Central,Black,822.28,23.52,91.22,6.86,112.99,18.5,93.59,4.59,3.439
Maize,West,Black,619.13,15.55,48.91,6.07,157.97,48.94,119.06,8.12,5.7
Maize,West,Black,669.44,20.0,78.58,6.49,147.28,23.12,97.04,4.03,5.377
Maize,Central,Sandy,836.27,23.09,71.16,6.41,110.15,77.42,142.08,1.53,6.873
